material,rmse,mae,r2,phonon_rmse,phonon_mae,phonon_scaled_rmse,phonon_rrmse,rmsd,maxd,spacegroup,benchmark_spacegroup,min_frequency,benchmark_min_frequency,max_frequency,benchmark_max_frequency,mean_frequency,benchmark_mean_frequency,volume,benchmark_volume,heat_capacity,benchmark_heat_capacity,entropy,benchmark_entropy,free_energy,benchmark_free_energy,k_diff_high_temp_limit,benchmark_k_diff_high_temp_limit
mp-650442,0.1855112714720007,0.1716724609971953,0.9521646088143406,0.1851649744997399,0.1722902340613354,0.0801575617570386,0.0434502435020771,0.0251431283663502,0.0351515338907463,P2_1/c (14),P2_1/c (14),-7.445461333625376e-05,-0.0066238635878545,3.2844985954435377,3.529700938077775,1.5761795780624908,1.6391905014573342,797.1218970745873,785.6951390110532,595.1094715801848,594.3335759067669,1560.411643258098,1485.7603677576474,-287.465905668736,-264.83566735527216,0.1353938886189918,0.1414858534042617
mp-691,0.4280808074170463,0.3370614637464005,0.90240117219461,0.4010439796456412,0.3170116944703752,0.2564428617101507,0.079781500397316,0.0611605465254275,0.0794002511242307,Pnma (62),Pnma (62),-8.428812650296574e-05,-0.1352101210239375,5.129350189180324,5.53538407916591,2.809219919737812,2.913376881492088,227.06689261392944,226.33063449464527,196.0754886679076,195.23359809734333,402.1239041994503,380.7239646564401,-59.71914664288862,-53.04563540293954,0.2542898315282255,0.2640037422624825
mp-6997,0.3901497024164552,0.291040755751977,0.8877230415359683,0.371866965325243,0.2778473522513687,0.1992922863443828,0.0690221553881701,0.0025953113396926,0.0041235088242324,P-3m1 (164),P-3m1 (164),-3.217113010407866e-05,-0.4873612983437995,4.535625073123659,4.9823703347667765,2.632846435036422,2.6674269857335435,295.0400807512103,294.50361835311907,221.38991162834657,220.40630322939333,460.5910680042946,440.06426476554367,-69.89230284974201,-63.528564666736656,0.227148857818986,0.2302719454103717
mp-7429,0.361274434226122,0.3186369706636865,0.9384658575621654,0.3433057446518611,0.3232811595052021,0.1517890084470211,0.0415414207691909,0.0141491426029683,0.0223714817418283,P-3m1 (164),P-3m1 (164),-0.1867883695490186,-0.0180055468099703,5.114701324905086,5.628748939160196,3.356319959092476,3.38013573576914,128.96418506838904,130.98993973630488,121.7991906392376,121.25146102098437,233.0426382662424,217.3294019329899,-31.614991503358645,-26.726982809944644,0.3136617171443531,0.3142505351455014
mp-7436,0.3956334456628902,0.3577408398126175,0.911559199015562,0.3850040246674485,0.3666877286737099,0.2127241679136034,0.0617519480606634,6.0930008353794745e-15,8.646983376387096e-15,P6_3/mmc (194),P6_3/mmc (194),-6.299303995006132e-05,-0.1192762460414861,5.1150450567053305,5.528690829617617,3.05857116087231,3.2042177221142847,175.42344022505938,176.02860944802293,146.64504513349257,145.95924615159183,285.6038920389981,264.75980333217547,-39.8658185578403,-33.40222823289654,0.2741391085619266,0.2868638879332288
mp-7438,0.5466123138214404,0.3861897369413621,0.8814306416870886,0.5420329205687756,0.3803549208229729,0.5351066642648764,0.152447111546916,5.369696288386577e-15,7.24800750755397e-15,P6_3/mmc (194),P6_3/mmc (194),-8.448781363714684e-05,-0.0695372451081247,5.07395802671923,6.3919368633177625,3.554384709925118,3.1593558339989403,187.10529692486028,194.80247823857167,146.6676224161696,145.83963173472634,286.7260879151295,271.8212294600225,-40.2101324138889,-35.47975860063629,0.3118056779315266,0.2734525630332345
mp-7493,0.9679151843732776,0.8768967793733119,0.5148024845419805,0.963578474149969,0.8831151431472531,0.4034945574396223,0.1186828867426784,0.016981419313384,0.022500049404698,P2_1/m (11),P2_1/m (11),-0.7357818221505633,-0.7704875193935595,4.124097210193545,5.394791771028074,3.08267346224993,3.1278941149826784,177.45877341687796,172.54249299075423,141.93170956721605,146.0089604044248,303.6531494553,271.4348350796118,-47.333992954929165,-35.44768108087632,0.2752390055927052,0.2819042574986445
mp-753,0.3516539663388396,0.3112809203598757,0.9481959325380136,0.3509492660768928,0.3121744143793817,0.0822944811042456,0.0222446580794075,0.0020734334021014,0.0022887364808376,Pbca (61),Pbca (61),-3.175048039656279e-05,-0.0174889401109289,5.16949178320366,5.70357358296451,3.365726569993294,3.36365520159732,404.4876096855618,404.12494737229787,389.71594593941927,387.7612618848447,741.9393928708074,703.1598702439604,-99.99689331934812,-87.7567421597334,0.3166515482811716,0.3165513060743884
mp-7716,0.2895089907460805,0.2193565375066058,0.9305884040086914,0.2648502858368505,0.2047967646474544,0.1397521962906615,0.050716968249969,0.0113550555476194,0.0186828156348602,P-3m1 (164),P-3m1 (164),-2.746400971790041e-05,-0.3990220475464964,4.670861704518776,5.1119002768628485,2.578102455441081,2.554065299568633,403.6387693815944,401.0513369789088,295.29524890069564,294.3631352202608,619.6896351615137,598.0086902819107,-94.8929958373001,-88.21434030725818,0.2205265219886066,0.2189392472356086
mp-7845,0.4031427041855286,0.3519123055473512,0.9581837042070912,0.3934917037561566,0.3432749510648296,0.2746834104258623,0.0729733927101652,1.97738709158952e-15,3.586139112548088e-15,Pn-3m (224),Pn-3m (224),-1.8604032036758675,-2.30748050473757,5.724625870033964,6.151659910523662,3.564526204945403,3.588128939252824,211.61017519895864,211.2822307074066,221.3399862269102,223.7767689637044,406.887089168245,394.6234201998809,-51.911458402143126,-46.83740736461751,0.3558395046046491,0.358380948511265
mp-7943,0.7771392844061463,0.7411359510263309,0.9214094837718008,0.781077955795368,0.7496440673873169,0.4423713433509553,0.0698948973483534,0.0210326010932183,0.0245312163502258,P2_1/c (14),P2_1/c (14),-0.0001218670645866,-0.0138745737289166,10.21547251381582,10.948292736291162,5.308002505072333,5.694957592675507,295.0098356822208,291.75987570353817,374.1227556690288,367.7474328553865,583.1483137475554,512.3360287850869,-47.36398846464903,-24.02802859101535,0.5547834277393817,0.5974292727787429
mp-866132,0.8327217422498847,0.7838880285180408,0.7698863661256893,0.8757335136134863,0.8390351625410678,0.6811893386231621,0.2084301356484974,1.492445384357661e-14,2.4703575444890605e-14,Fm-3m (225),Fm-3m (225),-0.99477942601948,-0.715153677258228,3.938280320964879,5.282982566349735,3.5905304336004185,2.8971681817231967,111.2252621215298,110.78950890802552,77.17033833701443,95.4699815521345,158.50637981553265,197.3918424973261,-23.55953615651135,-29.23384731921778,0.3272467393977773,0.2643983189831687
mp-938,0.4378206100425176,0.3773243003903651,0.8827599425081143,0.3758649996881766,0.3420610159634322,0.3015380178410179,0.095751361243718,0.0175587061807789,0.0175587061807789,R3m (160),R3m (160),-0.0503398703775389,-0.0420025560616531,5.663152856569177,5.275127998387581,2.822770870908585,2.93479120372407,58.35093377450328,56.20959401065961,48.713696902395824,48.851318186098304,93.52862284367146,92.45417177257244,-12.735127198888373,-12.455639654931872,0.2531828127155789,0.2665313234834165
mp-9566,0.410363202447732,0.3487676997461787,0.9603717013378232,0.4016417412385266,0.3530839854019011,0.2826451166381485,0.0606942746535921,0.0028338302716527,0.0034896261199276,P-3m1 (164),P-3m1 (164),-9.533037714848482e-05,-0.0255612265610275,7.0093783606821285,7.9766586218207856,4.408036280362863,4.194825074985474,152.82286310661465,154.15309079449716,120.04508318370648,119.21411939669878,204.54522976144105,193.2844975325376,-22.509198028960267,-18.86678131316031,0.3892873121486265,0.369389298358279
mp-9571,0.457903255319629,0.3722418777337011,0.9189219518520416,0.4335078487490654,0.3703243520260936,0.6687625756768298,0.1496190311279529,0.0018946902770043,0.0029453492837213,P-3m1 (164),P-3m1 (164),-5.049497845107682e-05,-0.0141071953921547,5.841010152112284,7.409122514042593,4.835516884805181,4.200513863498486,107.12712535115482,107.23148583068914,120.45962707634916,119.5866485891533,197.35398723883137,187.00742346827727,-20.489505718275502,-17.111502988315806,0.4807260092392481,0.4174612610288332
mp-982261,0.4401319285391298,0.382805593266647,0.942598055048142,0.4307093317510476,0.3857681505020025,0.3060790190065529,0.0950473294534457,0.0009772290182688,0.0011968574609799,I4/mcm (140),I4/mcm (140),-0.8334582983130663,-1.093831351959191,7.110219186859356,7.546255607993613,2.4222004362111016,2.6683010012014674,165.41517872351707,166.75449846521215,147.02841185591714,146.3301259366014,333.3518683273721,307.07822086715936,-54.37030469343103,-46.29211144687668,0.2213943703360321,0.2432337942513257
mp-9935,1.1237056421514318,0.9612747300958392,-0.0166296003808699,0.9409535139541044,0.8896268379639398,0.5674284293114931,0.1832434046232438,1.3167950159327254e-16,1.3167950159327254e-16,Fm-3m (225),Fm-3m (225),-0.0035945125587714,-0.0111680730802819,3.9605387552591664,4.738671775417894,2.492302741151457,2.9680938261543366,50.28375524027854,49.3774161476624,49.37043968829082,48.88237927131595,108.83191466197565,90.26197310536084,-17.527656600649102,-11.808070677824473,0.2349088743651867,0.2814552595849356
